2025/07/31 13:23:21 CONFIG_SYNC: Version: 1.8.1-rh-1
2025/07/31 13:23:21 CONFIG_SYNC: Waiting for Skupper router to be ready
2025/07/31 13:23:26 CONFIG_SYNC: Starting collector...
2025/07/31 18:04:27 Bridge config is synchronised
2025/07/31 18:04:57 Bridge config is synchronised
2025/07/31 18:05:27 Bridge config is synchronised
2025/07/31 18:05:57 Bridge config is synchronised
2025/07/31 18:06:27 Bridge config is synchronised
2025/07/31 18:06:57 Bridge config is synchronised
2025/07/31 18:07:27 Bridge config is synchronised
2025/07/31 18:07:57 Bridge config is synchronised
2025/07/31 18:08:27 Bridge config is synchronised
2025/07/31 18:08:57 Bridge config is synchronised
2025/07/31 18:09:27 Bridge config is synchronised
2025/07/31 18:09:57 Bridge config is synchronised
2025/07/31 18:10:27 Bridge config is synchronised
2025/07/31 18:10:57 Bridge config is synchronised
2025/07/31 18:11:27 Bridge config is synchronised
2025/07/31 18:11:57 Bridge config is synchronised
2025/07/31 18:12:27 Bridge config is synchronised
2025/07/31 18:12:57 Bridge config is synchronised
2025/07/31 18:13:27 Bridge config is synchronised
2025/07/31 18:13:57 Bridge config is synchronised
2025/07/31 18:14:27 Bridge config is synchronised
2025/07/31 18:14:57 Bridge config is synchronised
2025/07/31 18:15:27 Bridge config is synchronised
2025/07/31 18:15:57 Bridge config is synchronised
2025/07/31 18:16:27 Bridge config is synchronised
2025/07/31 18:16:57 Bridge config is synchronised
2025/07/31 18:17:27 Bridge config is synchronised
2025/07/31 18:17:57 Bridge config is synchronised
2025/07/31 18:18:27 Bridge config is synchronised
2025/07/31 18:18:57 Bridge config is synchronised
2025/07/31 18:19:27 Bridge config is synchronised
2025/07/31 18:19:57 Bridge config is synchronised
2025/07/31 18:20:27 Bridge config is synchronised
2025/07/31 18:20:57 Bridge config is synchronised
2025/07/31 18:21:27 Bridge config is synchronised
2025/07/31 18:21:57 Bridge config is synchronised
2025/07/31 18:22:27 Bridge config is synchronised
2025/07/31 18:22:57 Bridge config is synchronised
2025/07/31 18:23:27 Bridge config is synchronised
2025/07/31 18:23:57 Bridge config is synchronised
2025/07/31 18:24:27 Bridge config is synchronised
2025/07/31 18:24:57 Bridge config is synchronised
2025/07/31 18:25:27 Bridge config is synchronised
2025/07/31 18:25:57 Bridge config is synchronised
2025/07/31 18:26:27 Bridge config is synchronised
2025/07/31 18:26:57 Bridge config is synchronised
2025/07/31 18:27:27 Bridge config is synchronised
2025/07/31 18:27:57 Bridge config is synchronised
2025/07/31 18:28:27 Bridge config is synchronised
2025/07/31 18:28:57 Bridge config is synchronised
2025/07/31 18:29:27 Bridge config is synchronised
2025/07/31 18:29:57 Bridge config is synchronised
2025/07/31 18:30:27 Bridge config is synchronised
2025/07/31 18:30:57 Bridge config is synchronised
2025/07/31 18:31:27 Bridge config is synchronised
2025/07/31 18:31:57 Bridge config is synchronised
2025/07/31 18:32:27 Bridge config is synchronised
2025/07/31 18:32:57 Bridge config is synchronised
2025/07/31 18:33:27 Bridge config is synchronised
2025/07/31 18:33:57 Bridge config is synchronised
2025/07/31 18:34:27 Bridge config is synchronised
2025/07/31 18:34:57 Bridge config is synchronised
2025/07/31 18:35:27 Bridge config is synchronised
2025/07/31 18:35:57 Bridge config is synchronised
2025/07/31 18:36:27 Bridge config is synchronised
2025/07/31 18:36:57 Bridge config is synchronised
2025/07/31 18:37:27 Bridge config is synchronised
2025/07/31 18:37:57 Bridge config is synchronised
2025/07/31 18:38:27 Bridge config is synchronised
2025/07/31 18:38:57 Bridge config is synchronised
2025/07/31 18:39:27 Bridge config is synchronised
2025/07/31 18:39:57 Bridge config is synchronised
2025/07/31 18:40:27 Bridge config is synchronised
2025/07/31 18:40:57 Bridge config is synchronised
2025/07/31 18:41:27 Bridge config is synchronised
2025/07/31 18:41:57 Bridge config is synchronised
2025/07/31 18:42:27 Bridge config is synchronised
2025/07/31 18:42:57 Bridge config is synchronised
2025/07/31 18:43:27 Bridge config is synchronised
2025/07/31 18:43:57 Bridge config is synchronised
2025/07/31 18:44:27 Bridge config is synchronised
2025/07/31 18:44:57 Bridge config is synchronised
2025/07/31 18:45:27 Bridge config is synchronised
2025/07/31 18:45:57 Bridge config is synchronised
2025/07/31 18:46:27 Bridge config is synchronised
2025/07/31 18:46:57 Bridge config is synchronised
2025/07/31 18:47:27 Bridge config is synchronised
2025/07/31 18:47:57 Bridge config is synchronised
2025/07/31 18:48:27 Bridge config is synchronised
2025/07/31 18:48:57 Bridge config is synchronised
2025/07/31 18:49:27 Bridge config is synchronised
2025/07/31 18:49:57 Bridge config is synchronised
2025/07/31 18:50:27 Bridge config is synchronised
2025/07/31 18:50:57 Bridge config is synchronised
2025/07/31 18:51:27 Bridge config is synchronised
2025/07/31 18:51:57 Bridge config is synchronised
2025/07/31 18:52:27 Bridge config is synchronised
2025/07/31 18:52:57 Bridge config is synchronised
2025/07/31 18:53:27 Bridge config is synchronised
2025/07/31 18:53:57 Bridge config is synchronised
2025/07/31 18:54:27 Bridge config is synchronised
2025/07/31 18:54:57 Bridge config is synchronised
2025/07/31 18:55:27 Bridge config is synchronised
2025/07/31 18:55:57 Bridge config is synchronised
2025/07/31 18:56:27 Bridge config is synchronised
2025/07/31 18:56:57 Bridge config is synchronised
2025/07/31 18:57:27 Bridge config is synchronised
2025/07/31 18:57:57 Bridge config is synchronised
2025/07/31 18:58:27 Bridge config is synchronised
2025/07/31 18:58:57 Bridge config is synchronised
2025/07/31 18:59:27 Bridge config is synchronised
2025/07/31 18:59:57 Bridge config is synchronised
2025/07/31 19:00:27 Bridge config is synchronised
2025/07/31 19:00:57 Bridge config is synchronised
2025/07/31 19:01:27 Bridge config is synchronised
2025/07/31 19:01:57 Bridge config is synchronised
2025/07/31 19:02:27 Bridge config is synchronised
2025/07/31 19:02:57 Bridge config is synchronised
2025/07/31 19:03:27 Bridge config is synchronised
2025/07/31 19:03:57 Bridge config is synchronised
2025/07/31 19:04:27 Bridge config is synchronised
2025/07/31 19:04:57 Bridge config is synchronised
2025/07/31 19:05:27 Bridge config is synchronised
2025/07/31 19:05:57 Bridge config is synchronised
2025/07/31 19:06:27 Bridge config is synchronised
2025/07/31 19:06:57 Bridge config is synchronised
2025/07/31 19:07:27 Bridge config is synchronised
2025/07/31 19:07:57 Bridge config is synchronised
2025/07/31 19:08:27 Bridge config is synchronised
2025/07/31 19:08:57 Bridge config is synchronised
2025/07/31 19:09:27 Bridge config is synchronised
2025/07/31 19:09:57 Bridge config is synchronised
2025/07/31 19:10:27 Bridge config is synchronised
2025/07/31 19:10:57 Bridge config is synchronised
2025/07/31 19:11:27 Bridge config is synchronised
2025/07/31 19:11:57 Bridge config is synchronised
2025/07/31 19:12:27 Bridge config is synchronised
2025/07/31 19:12:57 Bridge config is synchronised
2025/07/31 19:13:27 Bridge config is synchronised
2025/07/31 19:13:57 Bridge config is synchronised
2025/07/31 19:14:27 Bridge config is synchronised
2025/07/31 19:14:57 Bridge config is synchronised
2025/07/31 19:15:27 Bridge config is synchronised
2025/07/31 19:15:57 Bridge config is synchronised
2025/07/31 19:16:27 Bridge config is synchronised
2025/07/31 19:16:57 Bridge config is synchronised
2025/07/31 19:17:27 Bridge config is synchronised
2025/07/31 19:17:57 Bridge config is synchronised
2025/07/31 19:18:27 Bridge config is synchronised
2025/07/31 19:18:57 Bridge config is synchronised
2025/07/31 19:19:27 Bridge config is synchronised
2025/07/31 19:19:57 Bridge config is synchronised
2025/07/31 19:20:27 Bridge config is synchronised
2025/07/31 19:20:57 Bridge config is synchronised
2025/07/31 19:21:27 Bridge config is synchronised
2025/07/31 19:21:57 Bridge config is synchronised
2025/07/31 19:22:27 Bridge config is synchronised
2025/07/31 19:22:57 Bridge config is synchronised
2025/07/31 19:23:27 Bridge config is synchronised
2025/07/31 19:23:57 Bridge config is synchronised
2025/07/31 19:24:27 Bridge config is synchronised
2025/07/31 19:24:57 Bridge config is synchronised
2025/07/31 19:25:27 Bridge config is synchronised
2025/07/31 19:25:57 Bridge config is synchronised
2025/07/31 19:26:27 Bridge config is synchronised
2025/07/31 19:26:57 Bridge config is synchronised
2025/07/31 19:27:27 Bridge config is synchronised
2025/07/31 19:27:57 Bridge config is synchronised
2025/07/31 19:28:27 Bridge config is synchronised
2025/07/31 19:28:57 Bridge config is synchronised
2025/07/31 19:29:27 Bridge config is synchronised
2025/07/31 19:29:57 Bridge config is synchronised
2025/07/31 19:30:27 Bridge config is synchronised
2025/07/31 19:30:57 Bridge config is synchronised
2025/07/31 19:31:27 Bridge config is synchronised
2025/07/31 19:31:57 Bridge config is synchronised
2025/07/31 19:32:27 Bridge config is synchronised
2025/07/31 19:32:57 Bridge config is synchronised
2025/07/31 19:33:27 Bridge config is synchronised
2025/07/31 19:33:57 Bridge config is synchronised
2025/07/31 19:34:27 Bridge config is synchronised
2025/07/31 19:34:57 Bridge config is synchronised
2025/07/31 19:35:27 Bridge config is synchronised
2025/07/31 19:35:57 Bridge config is synchronised
2025/07/31 19:36:27 Bridge config is synchronised
2025/07/31 19:36:57 Bridge config is synchronised
2025/07/31 19:37:27 Bridge config is synchronised
2025/07/31 19:37:57 Bridge config is synchronised
2025/07/31 19:38:27 Bridge config is synchronised
2025/07/31 19:38:57 Bridge config is synchronised
2025/07/31 19:39:27 Bridge config is synchronised
2025/07/31 19:39:57 Bridge config is synchronised
2025/07/31 19:40:27 Bridge config is synchronised
2025/07/31 19:40:57 Bridge config is synchronised
2025/07/31 19:41:27 Bridge config is synchronised
2025/07/31 19:41:57 Bridge config is synchronised
2025/07/31 19:42:27 Bridge config is synchronised
2025/07/31 19:42:57 Bridge config is synchronised
2025/07/31 19:43:27 Bridge config is synchronised
2025/07/31 19:43:57 Bridge config is synchronised
2025/07/31 19:44:27 Bridge config is synchronised
2025/07/31 19:44:57 Bridge config is synchronised
2025/07/31 19:45:27 Bridge config is synchronised
2025/07/31 19:45:57 Bridge config is synchronised
2025/07/31 19:46:27 Bridge config is synchronised
2025/07/31 19:46:57 Bridge config is synchronised
2025/07/31 19:47:27 Bridge config is synchronised
2025/07/31 19:47:57 Bridge config is synchronised
2025/07/31 19:48:27 Bridge config is synchronised
2025/07/31 19:48:57 Bridge config is synchronised
2025/07/31 19:49:27 Bridge config is synchronised
2025/07/31 19:49:57 Bridge config is synchronised
2025/07/31 19:50:27 Bridge config is synchronised
2025/07/31 19:50:57 Bridge config is synchronised
2025/07/31 19:51:27 Bridge config is synchronised
2025/07/31 19:51:57 Bridge config is synchronised
2025/07/31 19:52:27 Bridge config is synchronised
2025/07/31 19:52:57 Bridge config is synchronised
2025/07/31 19:53:27 Bridge config is synchronised
2025/07/31 19:53:57 Bridge config is synchronised
2025/07/31 19:54:27 Bridge config is synchronised
2025/07/31 19:54:57 Bridge config is synchronised
2025/07/31 19:55:27 Bridge config is synchronised
2025/07/31 19:55:57 Bridge config is synchronised
2025/07/31 19:56:27 Bridge config is synchronised
2025/07/31 19:56:57 Bridge config is synchronised
2025/07/31 19:57:27 Bridge config is synchronised
2025/07/31 19:57:57 Bridge config is synchronised
2025/07/31 19:58:27 Bridge config is synchronised
2025/07/31 19:58:57 Bridge config is synchronised
2025/07/31 19:59:27 Bridge config is synchronised
2025/07/31 19:59:57 Bridge config is synchronised
2025/07/31 20:00:27 Bridge config is synchronised
2025/07/31 20:00:57 Bridge config is synchronised
2025/07/31 20:01:27 Bridge config is synchronised
2025/07/31 20:01:57 Bridge config is synchronised
2025/07/31 20:02:27 Bridge config is synchronised
2025/07/31 20:02:57 Bridge config is synchronised
2025/07/31 20:03:27 Bridge config is synchronised
2025/07/31 20:03:57 Bridge config is synchronised
2025/07/31 20:04:27 Bridge config is synchronised
2025/07/31 20:04:57 Bridge config is synchronised
2025/07/31 20:05:27 Bridge config is synchronised
2025/07/31 20:05:57 Bridge config is synchronised
2025/07/31 20:06:27 Bridge config is synchronised
2025/07/31 20:06:57 Bridge config is synchronised
2025/07/31 20:07:27 Bridge config is synchronised
2025/07/31 20:07:57 Bridge config is synchronised
2025/07/31 20:08:27 Bridge config is synchronised
2025/07/31 20:08:57 Bridge config is synchronised
2025/07/31 20:09:27 Bridge config is synchronised
2025/07/31 20:09:57 Bridge config is synchronised
2025/07/31 20:10:27 Bridge config is synchronised
2025/07/31 20:10:57 Bridge config is synchronised
2025/07/31 20:11:27 Bridge config is synchronised
2025/07/31 20:11:57 Bridge config is synchronised
2025/07/31 20:12:27 Bridge config is synchronised
2025/07/31 20:12:57 Bridge config is synchronised
2025/07/31 20:13:27 Bridge config is synchronised
2025/07/31 20:13:57 Bridge config is synchronised
2025/07/31 20:14:27 Bridge config is synchronised
2025/07/31 20:14:57 Bridge config is synchronised
2025/07/31 20:15:27 Bridge config is synchronised
2025/07/31 20:15:57 Bridge config is synchronised
2025/07/31 20:16:27 Bridge config is synchronised
2025/07/31 20:16:57 Bridge config is synchronised
2025/07/31 20:17:27 Bridge config is synchronised
2025/07/31 20:17:57 Bridge config is synchronised
2025/07/31 20:18:27 Bridge config is synchronised
2025/07/31 20:18:57 Bridge config is synchronised
2025/07/31 20:19:27 Bridge config is synchronised
2025/07/31 20:19:57 Bridge config is synchronised
2025/07/31 20:20:27 Bridge config is synchronised
2025/07/31 20:20:57 Bridge config is synchronised
2025/07/31 20:21:27 Bridge config is synchronised
2025/07/31 20:21:57 Bridge config is synchronised
2025/07/31 20:22:27 Bridge config is synchronised
2025/07/31 20:22:57 Bridge config is synchronised
2025/07/31 20:23:27 Bridge config is synchronised
2025/07/31 20:23:57 Bridge config is synchronised
2025/07/31 20:24:27 Bridge config is synchronised
2025/07/31 20:24:57 Bridge config is synchronised
2025/07/31 20:25:27 Bridge config is synchronised
2025/07/31 20:25:57 Bridge config is synchronised
2025/07/31 20:26:27 Bridge config is synchronised
2025/07/31 20:26:57 Bridge config is synchronised
2025/07/31 20:27:27 Bridge config is synchronised
2025/07/31 20:27:57 Bridge config is synchronised
2025/07/31 20:28:27 Bridge config is synchronised
2025/07/31 20:28:57 Bridge config is synchronised
2025/07/31 20:29:27 Bridge config is synchronised
2025/07/31 20:29:57 Bridge config is synchronised
2025/07/31 20:30:27 Bridge config is synchronised
2025/07/31 20:30:57 Bridge config is synchronised
2025/07/31 20:31:27 Bridge config is synchronised
2025/07/31 20:31:57 Bridge config is synchronised
2025/07/31 20:32:27 Bridge config is synchronised
2025/07/31 20:32:57 Bridge config is synchronised
2025/07/31 20:33:27 Bridge config is synchronised
2025/07/31 20:33:57 Bridge config is synchronised
2025/07/31 20:34:27 Bridge config is synchronised
2025/07/31 20:34:57 Bridge config is synchronised
2025/07/31 20:35:27 Bridge config is synchronised
2025/07/31 20:35:57 Bridge config is synchronised
2025/07/31 20:36:27 Bridge config is synchronised
2025/07/31 20:36:57 Bridge config is synchronised
2025/07/31 20:37:27 Bridge config is synchronised
2025/07/31 20:37:57 Bridge config is synchronised
2025/07/31 20:38:27 Bridge config is synchronised
2025/07/31 20:38:57 Bridge config is synchronised
2025/07/31 20:39:27 Bridge config is synchronised
2025/07/31 20:39:57 Bridge config is synchronised
2025/07/31 20:40:27 Bridge config is synchronised
2025/07/31 20:40:57 Bridge config is synchronised
2025/07/31 20:41:27 Bridge config is synchronised
2025/07/31 20:41:57 Bridge config is synchronised
2025/07/31 20:42:27 Bridge config is synchronised
2025/07/31 20:42:57 Bridge config is synchronised
2025/07/31 20:43:27 Bridge config is synchronised
2025/07/31 20:43:57 Bridge config is synchronised
2025/07/31 20:44:27 Bridge config is synchronised
2025/07/31 20:44:57 Bridge config is synchronised
2025/07/31 20:45:27 Bridge config is synchronised
2025/07/31 20:45:57 Bridge config is synchronised
2025/07/31 20:46:27 Bridge config is synchronised
2025/07/31 20:46:57 Bridge config is synchronised
